"rownum","Type","HASH32","DDSFile","Category","[i32]_32","i32_48","[i32]_52"
2199,2199,2639344942,"Art/2DItems/Effects/Wings/WhiteWings.dds",5,[7],0,[10]
2200,2200,3329098212,"Art/2DItems/Effects/Wings/WhiteCloak.dds",5,[7],0,[10]
2201,2201,2778838638,"Art/2DItems/Effects/Auras/WhiteAuraEffect.dds",17,[27],0,[49]
2202,2202,1213104921,"Art/2DItems/Effects/WhiteHeraldEffect.dds",17,[27],0,[49]
2203,2203,871445884,"Art/2DItems/Effects/Portals/WhitePortalEffect.dds",11,[16],0,[20]
2204,2204,764392966,"Art/2DItems/Effects/Footprints/WhiteFootprints.dds",10,[10],0,[13]
2205,2205,2496406577,"Art/2DItems/Effects/Character/WhiteCharacterEffect.dds",16,[12],0,[15]
2206,2206,2902453125,"Art/2DItems/Effects/Weapon/weapon_PolarisWhite.dds",2,[2],0,"[2,5,37,40,43,46]"
2207,2207,952234249,"Art/2DItems/Effects/Weapon/WhiteWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2208,2208,947160419,"Art/2DItems/Effects/Hats/BlackandWhiteHood.dds",6,[4],0,[7]
2209,2209,3692585909,"Art/2DItems/Effects/Hats/BlackAndWhiteHelmet.dds",6,[4],0,[7]
2210,2210,2588235327,"Art/2DItems/Effects/shoes/BlackAndWhiteBoots.dds",9,[9],0,[12]
2211,2211,1658547311,"Art/2DItems/Effects/gloves/BlackAndWhiteGloves.dds",8,[8],0,[11]
2212,2212,3578012777,"Art/2DItems/Effects/BodyArmour/BlackAndWhiteBodyArmour.dds",4,[6],0,[9]
2213,2213,3570135242,"Art/2DItems/Effects/Wings/BlackAndWhiteWings.dds",5,[7],0,[10]
2214,2214,1940968403,"Art/2DItems/Effects/Wings/BlackAndWhiteCloak.dds",5,[7],0,[10]
2215,2215,2036349236,"Art/2DItems/Effects/Footprints/BlackandWhiteFootprints.dds",10,[10],0,[13]
2216,2216,3407715460,"Art/2DItems/Effects/Portals/BlackandWhitePortal.dds",11,[16],0,[20]
2217,2217,379149263,"Art/2DItems/Effects/PolarisBloodandSandEffect.dds",17,[27],0,[49]
2218,2218,2956172987,"Art/2DItems/Effects/Hats/ColdsnapHelmet.dds",6,[4],0,[7]
2219,2219,945093650,"Art/2DItems/Effects/shoes/ColdsnapBoots.dds",9,[9],0,[12]
2220,2220,2215341514,"Art/2DItems/Effects/gloves/ColdsnapGloves.dds",8,[8],0,[11]
2221,2221,786952830,"Art/2DItems/Effects/BodyArmour/ColdsnapBodyArmour.dds",4,[6],0,[9]
2222,2222,2373782709,"Art/2DItems/Effects/Weapon/Coldsnapbow.dds",0,[1],0,"[1,4,36,39,42,45]"
2223,2223,1313394050,"Art/2DItems/Effects/Weapon/ColdsnapQuiver.dds",0,[1],0,"[1,4,36,39,42,45]"
2224,2224,2246641844,"Art/2DItems/Effects/Hats/DarkprismHelmet.dds",6,[4],0,[7]
2225,2225,3179589350,"Art/2DItems/Effects/shoes/DarkprismBoots.dds",9,[9],0,[12]
2226,2226,189546898,"Art/2DItems/Effects/gloves/DarkprismGloves.dds",8,[8],0,[11]
2227,2227,3239001224,"Art/2DItems/Effects/BodyArmour/DarkprismBodyArmour.dds",4,[6],0,[9]
2228,2228,2425575469,"Art/2DItems/Effects/Wings/DarkprismWings.dds",5,[7],0,[10]
2229,2229,3739780111,"Art/2DItems/Effects/Character/DarkprismCharacterEffect.dds",16,[12],0,[15]
2230,2230,1252337355,"Art/2DItems/Effects/Weapon/weapon_darkprism.dds",2,[2],0,"[2,5,37,40,43,46]"
2231,2231,2947543350,"Art/2DItems/Effects/Weapon/StygianWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2232,2232,2767364649,"Art/2DItems/Effects/Footprints/StygianFootprints.dds",10,[10],0,[13]
2233,2233,3330491334,"Art/2DItems/Effects/Weapon/weapon_stygian.dds",2,[2],0,"[2,5,37,40,43,46]"
2234,2234,4128701317,"Art/2DItems/Effects/Character/StygianCharacterEffect.dds",16,[12],0,[15]
2235,2235,3674542567,"Art/2DItems/Effects/StygianCarrionGolem.dds",17,[27],0,[49]
2236,2236,230254224,"Art/2DItems/Effects/StygianRaiseSpectreEffect.dds",17,[27],0,[49]
2237,2237,216723289,"Art/2DItems/Effects/StygianHeraldEffect.dds",17,[27],0,[49]
2238,2238,471291549,"Art/2DItems/Effects/StygianMoltenShellEffect.dds",17,[27],0,[49]
2239,2239,3061834441,"Art/2DItems/Effects/Hats/AltDeicideHood.dds",6,[4],0,[7]
2240,2240,2288677040,"Art/2DItems/Effects/shoes/AltDeicideBoots.dds",9,[9],0,[12]
2241,2241,785899093,"Art/2DItems/Effects/gloves/AltDeicideGloves.dds",8,[8],0,[11]
2242,2242,3388196155,"Art/2DItems/Effects/BodyArmour/AltDeicideBodyArmour.dds",4,[6],0,[9]
2243,2243,3755936798,"Art/2DItems/Effects/Wings/AltDeicideWings.dds",5,[7],0,[10]
2244,2244,73705548,"Art/2DItems/Effects/Weapon/AltDeicideAxe.dds",0,[1],0,"[1,4,36,39,42,45]"
2245,2245,3161255575,"Art/2DItems/Effects/Shields/AltDeicideShield.dds",0,[1],0,"[1,4,36,39,42,45]"
2246,2246,3841966053,"Art/2DItems/Effects/Frames/DarkDeicideFrame.dds",12,[14],0,[17]
2247,2247,2169052191,"Art/2DItems/Effects/DragonHunterHeraldEffect.dds",17,[27],0,[49]
2248,2248,931384708,"Art/2DItems/Effects/Hats/RevenantHelmet.dds",6,[4],0,[7]
2249,2249,830697849,"Art/2DItems/Effects/shoes/RevenantBoots.dds",9,[9],0,[12]
2250,2250,1287988827,"Art/2DItems/Effects/gloves/RevenantGloves.dds",8,[8],0,[11]
2251,2251,2146093522,"Art/2DItems/Effects/BodyArmour/RevenantBodyArmour.dds",4,[6],0,[9]
2252,2252,830609853,"Art/2DItems/Effects/Wings/RevenantWings.dds",5,[7],0,[10]
2253,2253,2321734825,"Art/2DItems/Effects/Weapon/RevenantWeapon.dds",0,[1],0,"[1,4,36,39,42,45]"
2254,2254,1212966439,"Art/2DItems/Effects/Character/RevenantCharacterEffect.dds",16,[12],0,[15]
2255,2255,722999755,"Art/2DItems/Effects/RevenantExplosiveArrow.dds",17,[27],0,[49]
2256,2256,1124174774,"Art/2DItems/Effects/DemonicArcticSiegeBallista.dds",17,[27],0,[49]
2257,2257,470640721,"Art/2DItems/Effects/Portals/DarkprismPortalEffect.dds",11,[16],0,[20]
2258,2258,4232578111,"Art/2DItems/Effects/Footprints/DarkprismFootprints.dds",10,[10],0,[13]
2259,2259,3755584874,"Art/2DItems/Effects/Wings/MetamorphWings.dds",5,[7],0,[10]
2260,2260,3972780020,"Art/2DItems/Effects/Hats/JinliAltHelmet.dds",6,[4],0,[7]
2261,2261,1691447154,"Art/2DItems/Effects/Hats/JinliHelmet.dds",6,[4],0,[7]
2262,2262,1031203077,"Art/2DItems/Effects/Hats/JinliMaleHelmet.dds",6,[4],0,[7]
2263,2263,2734762732,"Art/2DItems/Effects/Hats/JinliFemaleHelmet.dds",6,[4],0,[7]
2264,2264,3986559168,"Art/2DItems/Effects/shoes/JinliBoots.dds",9,[9],0,[12]
2265,2265,2107374280,"Art/2DItems/Effects/gloves/JinliGloves.dds",8,[8],0,[11]
2266,2266,1619516919,"Art/2DItems/Effects/BodyArmour/JinliBody.dds",4,[6],0,[9]
2267,2267,1854328736,"Art/2DItems/Effects/Character/JinliCharacterEffect.dds",16,[12],0,[15]
2268,2268,4022495716,"Art/2DItems/Effects/Wings/KitavaWings.dds",5,[7],0,[10]
2269,2269,1721630582,"Art/2DItems/Effects/Weapon/weapon_DarkseerWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2270,2270,1547199049,"Art/2DItems/Effects/Portals/DarkseerPortalEffect.dds",11,[16],0,[20]
2271,2271,3409489772,"Art/2DItems/Effects/Frames/Darkseer.dds",12,[14],0,[17]
2272,2272,781302256,"Art/2DItems/Effects/Hats/ElderDarkSeerHelmets.dds",6,[4],0,[7]
2273,2273,383543450,"Art/2DItems/Effects/shoes/ElderDarkSeerBoots.dds",9,[9],0,[12]
2274,2274,2570382034,"Art/2DItems/Effects/gloves/ElderDarkSeerGloves.dds",8,[8],0,[11]
2275,2275,2909688514,"Art/2DItems/Effects/BodyArmour/ElderDarkSeerBodyArmours.dds",4,[6],0,[9]
2276,2276,2498244822,"Art/2DItems/Effects/Frames/ElderDarkseer.dds",12,[14],0,[17]
2277,2277,3036046843,"Art/2DItems/Effects/Wings/FateweaverBackAttachment.dds",5,[7],0,[10]
2278,2278,1729681044,"Art/2DItems/Effects/Weapon/Weapon_FateweaverWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2279,2279,195637948,"Art/2DItems/Effects/Frames/Fateweaver.dds",12,[14],0,[17]
2280,2280,3641653427,"Art/2DItems/Effects/Hats/EliteFateweaverhelmet.dds",6,[4],0,[7]
2281,2281,4012856951,"Art/2DItems/Effects/shoes/EliteFateweaverboots.dds",9,[9],0,[12]
2282,2282,3020758242,"Art/2DItems/Effects/gloves/EliteFateweavergloves.dds",8,[8],0,[11]
2283,2283,1845369684,"Art/2DItems/Effects/BodyArmour/EliteFateweaverbodyArmour.dds",4,[6],0,[9]
2284,2284,1630589825,"Art/2DItems/Effects/Frames/EliteFateweaver.dds",12,[14],0,[17]
2285,2285,3382703434,"Art/2DItems/Effects/Character/ImaginationCharacterEffect1.dds",16,[12],0,[15]
2286,2286,4007530321,"Art/2DItems/Effects/Character/ImaginationCharacterEffect2.dds",16,[12],0,[15]
2287,2287,492832966,"Art/2DItems/Effects/Character/ImaginationCharacterEffect3.dds",16,[12],0,[15]
2288,2288,1189656387,"Art/2DItems/Effects/Hats/DeliriumHorns.dds",7,[5],0,"[8,21]"
2289,2289,1699801246,"Art/2DItems/Effects/Wings/DeliriumCloak.dds",5,[7],0,[10]
2290,2290,2163812730,"Art/2DItems/Effects/Wings/DeliriumWings.dds",5,[7],0,[10]
2291,2291,848795762,"Art/2DItems/Effects/Hats/DeliriumHelmet.dds",6,[4],0,[7]
2292,2292,572225032,"Art/2DItems/Effects/Hats/ProjectHelmet.dds",6,[4],0,[7]
2293,2293,3670406487,"Art/2DItems/Effects/Hats/ProjectHood.dds",6,[4],0,[7]
2294,2294,4140303387,"Art/2DItems/Effects/shoes/ProjectBoots.dds",9,[9],0,[12]
2295,2295,1009227639,"Art/2DItems/Effects/gloves/ProjectGloves.dds",8,[8],0,[11]
2296,2296,4176146807,"Art/2DItems/Effects/BodyArmour/ProjectBodyArmour.dds",4,[6],0,[9]
2297,2297,2188312704,"Art/2DItems/Effects/Wings/ProjectWings.dds",5,[7],0,[10]
2298,2298,650973613,"Art/2DItems/Effects/Wings/ProjectCloak.dds",5,[7],0,[10]
2299,2299,1863056920,"Art/2DItems/Effects/Weapon/ProjectWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2300,2300,2535234599,"Art/2DItems/Effects/Auras/ProjectAuraEffect.dds",17,[27],0,[49]
2301,2301,1753652133,"Art/2DItems/Effects/ProjectRaiseZombieSkin.dds",17,[27],0,[49]
2302,2302,3621946313,"Art/2DItems/Effects/Footprints/ProjectFootprints.dds",10,[10],0,[13]
2303,2303,384359892,"Art/2DItems/Effects/Character/ProjectCharacterEffect.dds",16,[12],0,[15]
2304,2304,872710954,"Art/2DItems/Effects/Weapon/weapon_Project.dds",2,[2],0,"[2,5,37,40,43,46]"
2305,2305,2544176453,"Art/2DItems/Effects/Portals/ProjectPortal.dds",11,[16],0,[20]
2306,2306,2551926144,"Art/2DItems/Effects/ProjectEssenceDrainEffect.dds",17,[27],0,[49]
2307,2307,3886903264,"Art/2DItems/Effects/ProjectWitherEffect.dds",17,[27],0,[49]
2308,2308,3391746758,"Art/2DItems/Effects/ProjectBlightEffect.dds",17,[27],0,[49]
2309,2309,1491672578,"Art/2DItems/Effects/ProjectContagionEffect.dds",17,[27],0,[49]
2310,2310,1472490125,"Art/2DItems/Effects/ProjectBaneEffect.dds",17,[27],0,[49]
2311,2311,334206246,"Art/2DItems/Effects/Hats/ScientistHelmet.dds",6,[4],0,[7]
2312,2312,538441287,"Art/2DItems/Effects/Hats/ScientistHood.dds",6,[4],0,[7]
2313,2313,27205038,"Art/2DItems/Effects/shoes/ScientistBoots.dds",9,[9],0,[12]
2314,2314,1836700025,"Art/2DItems/Effects/gloves/ScientistGloves.dds",8,[8],0,[11]
2315,2315,2987805903,"Art/2DItems/Effects/BodyArmour/ScientistBodyArmour.dds",4,[6],0,[9]
2316,2316,3604659261,"Art/2DItems/Effects/Wings/ScientistWings.dds",5,[7],0,[10]
2317,2317,4217096764,"Art/2DItems/Effects/Wings/ScientistCloak.dds",5,[7],0,[10]
2318,2318,1504022186,"Art/2DItems/Effects/Weapon/ScientistWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2319,2319,1338210229,"Art/2DItems/Effects/Auras/ScientistAuraEffect.dds",17,[27],0,[49]
2320,2320,1908538021,"Art/2DItems/Effects/ScientistFlameDash.dds",17,[27],0,[49]
2321,2321,2547276151,"Art/2DItems/Effects/Footprints/ScientistFootprints.dds",10,[10],0,[13]
2322,2322,2126352297,"Art/2DItems/Effects/Character/ScientistCharacterEffect.dds",16,[12],0,[15]
2323,2323,1824835408,"Art/2DItems/Effects/Weapon/weapon_Scientist.dds",2,[2],0,"[2,5,37,40,43,46]"
2324,2324,213864153,"Art/2DItems/Effects/Portals/ScientistPortal.dds",11,[16],0,[20]
2325,2325,299379303,"Art/2DItems/Effects/ScientistEssenceDrain.dds",17,[27],0,[49]
2326,2326,954762121,"Art/2DItems/Effects/ScientistWitherEffect.dds",17,[27],0,[49]
2327,2327,3523503797,"Art/2DItems/Effects/ScientistBlightEffect.dds",17,[27],0,[49]
2328,2328,1570118845,"Art/2DItems/Effects/ScientistContagionEffect.dds",17,[27],0,[49]
2329,2329,4172216756,"Art/2DItems/Effects/ScientistBaneEffect.dds",17,[27],0,[49]
2330,2330,2270036404,"Art/2DItems/Effects/Hats/ThaumaturgyCombinedHood.dds",6,[4],0,[7]
2331,2331,2644522856,"Art/2DItems/Effects/Hats/ThaumaturgyCombinedHelmet.dds",6,[4],0,[7]
2332,2332,2277754236,"Art/2DItems/Effects/shoes/ThaumaturgyCombinedBoots.dds",9,[9],0,[12]
2333,2333,2468023538,"Art/2DItems/Effects/gloves/ThaumaturgyCombinedGloves.dds",8,[8],0,[11]
2334,2334,1381008602,"Art/2DItems/Effects/BodyArmour/ThaumaturgyCombinedBodyArmour.dds",4,[6],0,[9]
2335,2335,4283795174,"Art/2DItems/Effects/Wings/ThaumaturgyCombinedWings.dds",5,[7],0,[10]
2336,2336,1468960496,"Art/2DItems/Effects/Wings/ThaumaturgyCombinedCloak.dds",5,[7],0,[10]
2337,2337,759676132,"Art/2DItems/Effects/Shields/ThaumaturgyShieldSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2338,2338,3135572565,"Art/2DItems/Effects/Footprints/ThaumaturgyCombinedFootprints.dds",10,[10],0,[13]
2339,2339,2490728117,"Art/2DItems/Effects/Portals/ThaumaturgyCombinedPortal.dds",11,[16],0,[20]
2340,2340,24320672,"Art/2DItems/Effects/Hats/AlienwareHelmetAttachment.dds",7,[5],0,"[8,21]"
2341,2341,1509689574,"Art/2DItems/Effects/GhostflameKineticBolt.dds",17,[27],0,[49]
2342,2342,1113106737,"Art/2DItems/Effects/Hats/BalefireHelmet.dds",6,[4],0,[7]
2343,2343,1195904066,"Art/2DItems/Effects/shoes/BalefireBoots.dds",9,[9],0,[12]
2344,2344,2323978722,"Art/2DItems/Effects/gloves/BalefireGloves.dds",8,[8],0,[11]
2345,2345,2817184250,"Art/2DItems/Effects/BodyArmour/BalefireBody.dds",4,[6],0,[9]
2346,2346,1044940608,"Art/2DItems/Effects/Wings/BalefireBackAttachment.dds",5,[7],0,[10]
2347,2347,82035338,"Art/2DItems/Effects/Auras/BalefireAuraEffect.dds",17,[27],0,[49]
2348,2348,3324249536,"Art/2DItems/Effects/Portals/BalefirePortal.dds",11,[16],0,[20]
2349,2349,2743718603,"Art/2DItems/Effects/SawbladeBladeBlast.dds",17,[27],0,[49]
2350,2350,2359978076,"Art/2DItems/Effects/SawbladeBladefall.dds",17,[27],0,[49]
2351,2351,4062603911,"Art/2DItems/Effects/SawbladeEtherealKnives.dds",17,[27],0,[49]
2352,2352,2136389443,"Art/2DItems/Effects/IllusionistBladeBlast.dds",17,[27],0,[49]
2353,2353,1755026599,"Art/2DItems/Effects/IllusionistBladefall.dds",17,[27],0,[49]
2354,2354,1451309664,"Art/2DItems/Effects/IllusionistBladeVortex.dds",17,[27],0,[49]
2355,2355,4061927800,"Art/2DItems/Effects/IllusionistEtherealKnives.dds",17,[27],0,[49]
2356,2356,358503564,"Art/2DItems/Effects/CelestialAnimateWeapon.dds",17,[27],0,[49]
2357,2357,2410291958,"Art/2DItems/Effects/CelestialPowerSiphon.dds",17,[27],0,[49]
2358,2358,331572857,"Art/2DItems/Effects/Hats/HeartseekerHelmet.dds",6,[4],0,[7]
2359,2359,3553634937,"Art/2DItems/Effects/shoes/HeartseekerBoots.dds",9,[9],0,[12]
2360,2360,3236322926,"Art/2DItems/Effects/gloves/HeartseekerGloves.dds",8,[8],0,[11]
2361,2361,2312336387,"Art/2DItems/Effects/BodyArmour/HeartseekerBodyArmour.dds",4,[6],0,[9]
2362,2362,3782594307,"Art/2DItems/Effects/Wings/HeartseekerWings.dds",5,[7],0,[10]
2363,2363,1289945217,"Art/2DItems/Effects/Weapon/HeartseekerWeapon.dds",0,[1],0,"[1,4,36,39,42,45]"
2364,2364,3666843706,"Art/2DItems/Effects/Character/HeartseekerCharacterEffect.dds",16,[12],0,[15]
2365,2365,3640314734,"Art/2DItems/Effects/Portals/HeartseekerPortal.dds",11,[16],0,[20]
2366,2366,1392431185,"Art/2DItems/Effects/DemonicEarthquakeEffect.dds",17,[27],0,[49]
2367,2367,1560993009,"Art/2DItems/Effects/GlimmerwoodSunderEffect.dds",17,[27],0,[49]
2368,2368,3791694005,"Art/2DItems/Effects/Hats/DreadspireHelmet.dds",6,[4],0,[7]
2369,2369,912673359,"Art/2DItems/Effects/shoes/DreadspireBoots.dds",9,[9],0,[12]
2370,2370,3962933664,"Art/2DItems/Effects/gloves/DreadspireGloves.dds",8,[8],0,[11]
2371,2371,1959695847,"Art/2DItems/Effects/BodyArmour/DreadspireBodyArmour.dds",4,[6],0,[9]
2372,2372,4064681336,"Art/2DItems/Effects/Wings/DreadspireCloak.dds",5,[7],0,[10]
2373,2373,2421009494,"Art/2DItems/Effects/Weapon/DreadspireWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2374,2374,2125298742,"Art/2DItems/Effects/Weapon/weapon_DreadspireWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2375,2375,1841220268,"Art/2DItems/Effects/Character/DreadspireCharacterEffect.dds",16,[12],0,[15]
2376,2376,844442513,"Art/2DItems/Effects/Portals/DreadspirePortalEffect.dds",11,[16],0,[20]
2377,2377,1462295805,"Art/2DItems/Effects/GoreStormbindEffect.dds",17,[27],0,[49]
2378,2378,3247749155,"Art/2DItems/Effects/Portals/GorgonPortalEffect.dds",11,[16],0,[20]
2379,2379,4233763637,"Art/2DItems/Effects/Shields/InfernalCelestialShield.dds",0,[1],0,"[1,4,36,39,42,45]"
2380,2380,3492411611,"Art/2DItems/Effects/Hats/DarkMagicHelmet.dds",6,[4],0,[7]
2381,2381,2055186517,"Art/2DItems/Effects/shoes/DarkMagicBoots.dds",9,[9],0,[12]
2382,2382,3200027999,"Art/2DItems/Effects/gloves/DarkMagicGloves.dds",8,[8],0,[11]
2383,2383,3210324879,"Art/2DItems/Effects/BodyArmour/DarkMagicBodyArmour.dds",4,[6],0,[9]
2384,2384,1482215449,"Art/2DItems/Effects/Wings/DarkMagicWings.dds",5,[7],0,[10]
2385,2385,3288590601,"Art/2DItems/Effects/Weapon/DarkMagicWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2386,2386,1590859410,"Art/2DItems/Effects/Auras/DarkMagicAura.dds",17,[27],0,[49]
2387,2387,3244254134,"Art/2DItems/Effects/Weapon/weapon_DarkMagicWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2388,2388,3728818638,"Art/2DItems/Effects/CelestialMoltenStrikeEffect.dds",17,[27],0,[49]
2389,2389,2796030308,"Art/2DItems/Effects/CelestialTectonicSlamEffect.dds",17,[27],0,[49]
2390,2390,3272270726,"Art/2DItems/Effects/Frames/Malice.dds",12,[14],0,[17]
2391,2391,3918238467,"Art/2DItems/Effects/Wings/MaliceCloak.dds",5,[7],0,[10]
2392,2392,3967220148,"Art/2DItems/Effects/Weapon/MaliceWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2393,2393,2481062930,"Art/2DItems/Effects/Frames/InsatiableMalice.dds",12,[14],0,[17]
2394,2394,2976245767,"Art/2DItems/Effects/Hats/InsatiableMaliceHelmet.dds",6,[4],0,[7]
2395,2395,810927647,"Art/2DItems/Effects/shoes/InsatiableMaliceBoots.dds",9,[9],0,[12]
2396,2396,3220032792,"Art/2DItems/Effects/gloves/InsatiableMaliceGloves.dds",8,[8],0,[11]
2397,2397,1741196160,"Art/2DItems/Effects/BodyArmour/InsatiableMaliceBodyArmour.dds",4,[6],0,[9]
2398,2398,2719875326,"Art/2DItems/Effects/Weapon/Weapon_InsatiableMaliceWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2399,2399,2556616129,"Art/2DItems/Effects/Frames/Benevolence.dds",12,[14],0,[17]
2400,2400,616935810,"Art/2DItems/Effects/Wings/DivineBenevolenceWings.dds",5,[7],0,[10]
2401,2401,3252641215,"Art/2DItems/Effects/Character/ArcticCharacter.dds",16,[12],0,[15]
2402,2402,3463747497,"Art/2DItems/Effects/Frames/DivineBenevolence.dds",12,[14],0,[17]
2403,2403,1640895177,"Art/2DItems/Effects/Hats/DivineBenevolenceHelmet.dds",6,[4],0,[7]
2404,2404,2569264471,"Art/2DItems/Effects/shoes/DivineBenevolenceBoots.dds",9,[9],0,[12]
2405,2405,4230714499,"Art/2DItems/Effects/gloves/DivineBenevolenceGloves.dds",8,[8],0,[11]
2406,2406,2704122519,"Art/2DItems/Effects/BodyArmour/DivineBenevolenceBodyArmour.dds",4,[6],0,[9]
2407,2407,3321053720,"Art/2DItems/Effects/Weapon/Weapon_DivineBenevolenceWeaponEffect.dds",2,[2],0,"[2,5,37,40,43,46]"
2408,2408,1335256600,"Art/2DItems/Effects/Hats/AngelicHood.dds",6,[4],0,[7]
2409,2409,2716589982,"Art/2DItems/Effects/Hats/AngelicHelmet.dds",6,[4],0,[7]
2410,2410,238542068,"Art/2DItems/Effects/shoes/AngelicBoots.dds",9,[9],0,[12]
2411,2411,1207092369,"Art/2DItems/Effects/gloves/AngelicGloves.dds",8,[8],0,[11]
2412,2412,4071333081,"Art/2DItems/Effects/BodyArmour/AngelicBodyArmour.dds",4,[6],0,[9]
2413,2413,419028892,"Art/2DItems/Effects/Wings/AngelicCloak.dds",5,[7],0,[10]
2414,2414,1336507699,"Art/2DItems/Effects/Wings/AngelicWings.dds",5,[7],0,[10]
2415,2415,3749239847,"Art/2DItems/Effects/Weapon/AngelicBow.dds",0,[1],0,"[1,4,36,39,42,45]"
2416,2416,1944775,"Art/2DItems/Quivers/AngelicQuiver.dds",0,[1],0,"[1,4,36,39,42,45]"
2417,2417,553999877,"Art/2DItems/Effects/Shields/AngelicShieldSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2418,2418,2065334752,"Art/2DItems/Effects/Character/AngelicCharacterEffect.dds",16,[12],0,[15]
2419,2419,3806004035,"Art/2DItems/Effects/Weapon/weapon_Angelic.dds",2,[2],0,"[2,5,37,40,43,46]"
2420,2420,4221235684,"Art/2DItems/Effects/Footprints/AngelicFootprintsEffect.dds",10,[10],0,[13]
2421,2421,883567606,"Art/2DItems/Effects/Portals/AngelicPortal.dds",11,[16],0,[20]
2422,2422,2304859260,"Art/2DItems/Effects/Auras/AngelicAuraEffect.dds",17,[27],0,[49]
2423,2423,2671920570,"Art/2DItems/Effects/AngelicImmortalCall.dds",17,[27],0,[49]
2424,2424,3242153038,"Art/2DItems/Effects/Hats/DemonicHood.dds",6,[4],0,[7]
2425,2425,3224466752,"Art/2DItems/Effects/Hats/DemonicHelmet.dds",6,[4],0,[7]
2426,2426,1925901113,"Art/2DItems/Effects/shoes/DemonicBoots.dds",9,[9],0,[12]
2427,2427,3408239799,"Art/2DItems/Effects/gloves/DemonicGloves.dds",8,[8],0,[11]
2428,2428,2756863266,"Art/2DItems/Effects/BodyArmour/DemonicBodyArmour.dds",4,[6],0,[9]
2429,2429,1474597579,"Art/2DItems/Effects/Wings/DemonicCloak.dds",5,[7],0,[10]
2430,2430,4141699839,"Art/2DItems/Effects/Wings/MysteryDemonicWings.dds",5,[7],0,[10]
2431,2431,4211394449,"Art/2DItems/Effects/Weapon/DemonicWeaponSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2432,2432,2966487579,"Art/2DItems/Effects/Shields/DemonicShieldSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2433,2433,2652065566,"Art/2DItems/Effects/Character/DemonicCharacterEffect.dds",16,[12],0,[15]
2434,2434,1118044938,"Art/2DItems/Effects/Weapon/weapon_Demonic.dds",2,[2],0,"[2,5,37,40,43,46]"
2435,2435,951220627,"Art/2DItems/Effects/Footprints/DemonicFootprintsEffect.dds",10,[10],0,[13]
2436,2436,2606206151,"Art/2DItems/Effects/Portals/DemonicPortal.dds",11,[16],0,[20]
2437,2437,1520177082,"Art/2DItems/Effects/Auras/DemonicAuraEffect.dds",17,[27],0,[49]
2438,2438,2319648276,"Art/2DItems/Effects/DemonicFlameDash.dds",17,[27],0,[49]
2439,2439,1906416023,"Art/2DItems/Effects/Hats/PandemoniumHood.dds",6,[4],0,[7]
2440,2440,2407341988,"Art/2DItems/Effects/Hats/PandemoniumHelmet.dds",6,[4],0,[7]
2441,2441,255166386,"Art/2DItems/Effects/shoes/PandemoniumBoots.dds",9,[9],0,[12]
2442,2442,2383504952,"Art/2DItems/Effects/gloves/PandemoniumGloves.dds",8,[8],0,[11]
2443,2443,4022762659,"Art/2DItems/Effects/BodyArmour/PandemoniumBodyArmour.dds",4,[6],0,[9]
2444,2444,2576782512,"Art/2DItems/Effects/Wings/Pandemonium Cloak.dds",5,[7],0,[10]
2445,2445,809830589,"Art/2DItems/Effects/Wings/PandemoniumWings.dds",5,[7],0,[10]
2446,2446,3440414229,"Art/2DItems/Effects/Footprints/PandemoniumFootprintsEffect.dds",10,[10],0,[13]
2447,2447,1749748533,"Art/2DItems/Effects/Portals/PandemoniumPortal.dds",11,[16],0,[20]
2448,2448,1479250477,"Art/2DItems/Effects/Shields/PandemoniumShieldSkin.dds",0,[1],0,"[1,4,36,39,42,45]"
2449,2449,1694728539,"Art/2DItems/Effects/Hats/HarvestBrimmedHat.dds",6,[4],0,[7]
2450,2450,779873708,"Art/2DItems/Effects/Footprints/HarvestFootprints.dds",10,[10],0,[13]
2451,2451,265724991,"Art/2DItems/Effects/Wings/HarvestCloak.dds",5,[7],0,[10]
2452,2452,3893948590,"Art/2DItems/Effects/Portals/HarvestPortal.dds",11,[16],0,[20]
2453,2453,3002484268,"Art/2DItems/Effects/Hats/GlimmerwoodHat.dds",6,[4],0,[7]
2454,2454,658729244,"Art/2DItems/Effects/Hats/GlimmerwoodHelmet.dds",6,[4],0,[7]
2455,2455,4057419449,"Art/2DItems/Effects/shoes/GlimmerwoodBoots.dds",9,[9],0,[12]
